PROMOTOR-GESTOR;ACCES;TIPUS VELOCITAT;TIPUS CONNEXIÓ;LATITUD;LONGITUD;DESIGNACIÓ-DESCRIPTIVA;POTENCIA;TIPUS DE CORRENT;INDENTIFICADOR;ADREÇA;PROVINCIA;CODIPROV;MUNICIPI;NPLACES ESTACIÓ;TIPUS VEHICLE;Columna amb georeferència
AMERSAM;VIA PUBLICA;NORMAL;MENNEKES.F+Schuko;41157893;1105291;Area P Plaça Pintor Fortuny;;;;Plaça Pintor Fortuny;Tarragona;43;Reus;2;cotxe i moto;POINT (1.105291 41.15789300000001)
TESLA;APARCAMENT HOTEL;semiRAPID;TESLA;4138702;219608;TESLA Destinació - Hotel Arts (22kW);22;AC;;Carrer de la Marina 19-21;Barcelona;8;Barcelona;2;cotxe;POINT (2.19608 41.38702)
REGESA;APARCAMENT PUBLIC;NORMAL;Schuko;4141851;2186116;74 REGESA Ferran Reyes;;;;Plaça de Ferran Reyes, 9;Barcelona;8;Barcelona;4;cotxe;POINT (2.186116 41.41851)
Generalitat de Catalunya;Aparcament Estació;NORMAL;Schuko;4148402;191808;Intercanviador FGC Martorell;;;FGCMART;Avinguda Comte de Llobregat - Plaça Joan Serrats;Barcelona;8;MARTORELL;2;cotxe i moto;POINT (1.9180800000000002 41.48402)
L'H2010;APARCAMENT CC;NORMAL;Schuko;41374238291;2119582102;CC BCN-Mercat de Collblanc;;;;Carrer Progrès, 33;Barcelona;8;L'Hospitalet de Llobregat;6;;POINT (2.119582102 41.374238291)
Endesa;VIA PUBLICA;NORMAL;Schuko;41375336;213044;18 AjBCN-Endesa;;;LC026;Rambla Badal, 165 - Carrer de Sants;Barcelona;8;Barcelona;2;moto;POINT (2.13044 41.375336)
Ajuntament de Balaguer;VIA PUBLICA;semiRAPID;2xMENNEKES.F;4178955;80485;EdRsR Balaguer (AC11kW);11;AC;;Plaça del Mercadal, 1-3;Lleida;25;Balaguer;2;cotxe i moto;POINT (0.80485 41.78955)
Ajuntament de Mataró;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4154943;243201;EdRR Mataró-Finlàndia -Mikko Kärnä- (DC50kW AC43kW);50;AC-DC;;Carrer de Finlàndia, 2;Barcelona;8;Mataró;2;;POINT (2.43201 41.54943)
;;semiRAPID;2xMENNEKES.F+ 2xschuko;4108313;95859;EdRsR Mont-Roig del Camp Ajuntament (AC22kW);22;AC;;Carretera de Colldejou, 2;Tarragona;43;Mont-Roig del Camp;2;;POINT (0.95859 41.08313)
IBERDROLA SERVICIOS ENERGETICOS, SAU;VIA PUBLICA;NORMAL;Schuko;414064;22012;123 MOBECPOINT-Hotel Me;;;LC040;Carrer de Lope de Vega, 158 - Carrer Pere IV;Barcelona;8;Barcelona;9;moto;POINT (2.2012 41.4064)
Endesa;VIA PUBLICA;NORMAL;Schuko;41402999;2165666;12 AjBCN-Endesa;;;LC004;Carrer Indústria, 19 - Passeig de Sant Joan;Barcelona;8;Barcelona;2;moto;POINT (2.165666 41.402999)
;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4235894;146321;EdRR La Seu d'Urgell (DC50kW AC43kW);50;AC-DC;;Avinguda Cami Ral de Cerdanya;Lleida;25;La Seu d'Urgell;2;cotxe;POINT (1.46321 42.35894)
;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;407949;52572;EdRsR-EdRR CC Baix Ebre-Tortosa (DC28kW AC22kW) PIRVEC-26;28;AC-DC;PIRVEC-26;Avinguda de Barcelona, 221;Tarragona;43;Tortosa;;;POINT (0.52572 40.7949)
SABA;APARCAMENT PUBLIC;NORMAL;Schuko;41387398;2168515;77 SABA Rambla Catalunya;;;;Rambla de Catalunya, 15;Barcelona;8;Barcelona;2;cotxe;POINT (2.168515 41.387398)
Gintra- Ap.TECNOCAMPUS;APARCAMENT PUBLIC;NORMAL;Schuko;41527773587;2433324182;Gintra-Ap.TECNOCAMPUS;;;;Carrer Tordera, 2;Barcelona;8;Mataró;1;;POINT (2.433324182 41.527773587)
Endesa;VIA PUBLICA;NORMAL;Schuko;41429535;2158481;02 AjBCN-Endesa;;;LC031;Carrer de Lisboa, 7-11;Barcelona;8;Barcelona;2;moto;POINT (2.158481 41.429535)
;APARCAMENT HOTEL;semiRAPID;TESLA;4139619;216095;TESLA Destinació - Hotel OMM (11kW);11;AC;;Carrer del Rosselló, 265;Barcelona;8;Barcelona;;;POINT (2.16095 41.39619)
;ESTACIÓ DE SERVEI (IBIL);RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4125597;177889;IBIL ES REPSOL SANT PERE DE RIBES (DC50kW AC43kW);50;AC-DC;;Avinguda de Sitges, 100;Barcelona;8;Sant Pere de Ribes;2;;POINT (1.77889 41.25597)
Ajuntament de Ripoll;VIA PUBLICA;semiRAPID i NORMAL;MENNEKES.F+Schuko;4,22007E+14;2,19028E+14;EdRsR Ajuntament Ripoll (AC22kW);22;AC;;Carrer Berenguer el Vell, (Ajuntament);Girona;17;Ripoll;2;cotxe i moto;POINT (2.19027712941169 42.20067264302731)
;APARCAMENT HOTEL;superRAPID;TESLA;4185889;276771;TESLA Supercarregador - PGA Caldes de Malavella (120kW);120;DC;;Carretera N-II, km 701;Girona;17;Caldes de Malavella;10;cotxe;POINT (2.76771 41.85889)
Institut Català d'Energia i Ajuntament de Reus;VIA PUBLICA;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4115799;110527;EdRR Reus Pl.Llibertat (DC50kW AC43kW);50;AC-DC;PIRVEC-3;Carrer Ample, 2;Tarragona;43;Reus;2;cotxe;POINT (1.10527 41.15799)
Ajuntament de Vic;VIA PUBLICA;NORMAL;Schuko;41926851;2245734;Xemeneia del Sucre;;;;Avinguda del Mercat, 6;Barcelona;8;Vic;2;cotxe;POINT (2.245734 41.926851)
SABA;APARCAMENT PUBLIC;NORMAL;Schuko;41385239;2176462;79 SABA Mercat Sta.Caterina;;;;Avinguda  de la Catedral, 8;Barcelona;8;Barcelona;2;moto;POINT (2.176462 41.385239)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41394238;2181891;B:SM 10 - Estació Barcelona-Nord;;;BSM014;Carrer d'Alí Bei, 54;Barcelona;8;Barcelona;8;cotxe i moto;POINT (2.181891 41.394238)
AEB;VIA PUBLICA;NORMAL;Schuko;41420052;2181559;95 AjBCN-ETRA-COBRA Maragall-Olesa;;;LC020;Plaça de Maragall, 21;Barcelona;8;Barcelona;2;cotxe i moto;POINT (2.181559 41.420052000000005)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;Schuko;41382126;2168188;B:SM 50 - Plaça dels Àngels;;;BAMSA005;Carrer dels Àngels, 1;Barcelona;8;Barcelona;3;cotxe o moto;POINT (2.168188 41.382126)
Area Metropolitana de Barcelona;VIA PUBLICA (AMB);RAPID i NORMAL;CCS Combo2+ChadeMO+MENNEKES.M+shucko;4149223;21856;EdRR Montcada i Reixac (DC50kW AC43kW) AMB10;50;AC-DC;AMB10;Carrer Tarragona, 32;Barcelona;8;Montcada i Reixac;2;;POINT (2.1856 41.49223)
Institut Català d'Energia i Ajuntament d'Amposta;VIA PUBLICA;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;407124;57921;EdRR Amposta (DC50kW AC43kW);50;AC-DC;PIRVEC-1;Avinguda de l'Alcalde Palau, 57;Tarragona;43;Amposta;2;cotxe;POINT (0.57921 40.7124)
TESLA;APARCAMENT HOTEL;semiRAPID;TESLA;40582356;555737;TESLA Destinació - Hotel Carlos III (22kW);22;AC;;Carretera de Sant Carles a Alcanar, km 4;Tarragona;43;Alcanar;1;cotxe;POINT (0.555737 40.582356)
AEB;VIA PUBLICA;NORMAL;Schuko;41394226;2169715;88 AjBCN-ETRA COBRA Bruc-Consell de Cent;;;LC007;Carrer del Bruc, 84;Barcelona;8;Barcelona;2;cotxe i moto;POINT (2.169715 41.39422600000001)
TESLA Hotel Ibis;APARCAMENT HOTEL;superRAPID;TESLA;4166405;60536;TESLA Supercarregador - Hotel IBIS Styles Torrefarrera (120kW);120;DC;;Carrer La Variant S/N, Autovia A2 Salida 461;Lleida;25;Torrefarrera;6;cotxe;POINT (0.60536 41.66405000000001)
Institut Català d'Energia i Ajuntament d'Olot;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4216753;247319;EdRR Olot 1 La Solfa (DC50kW AC22kW) PIRVEC-16;50;AC-DC;PIRVEC-16;Carrer Madrid, 220;Girona;17;Olot;2;;POINT (2.47319 42.16753)
Area Metropolitana de Barcelona;VIA PUBLICA (AMB);RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4131814;207481;EdRR El Prat de Llobregat (DC50kW AC44kW) AMB1;50;AC-DC;AMB1;Plaça de la Volateria-Carrer de Canudas;Barcelona;8;EL PRAT DE LLOBREGAT;1;cotxe;POINT (2.07481 41.31814)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;Schuko;41385727;214285;B:SM 52 - Tarradelles-Entença;;;BAMSA013;Avinguda  de Josep Tarradellas, 64;Barcelona;8;Barcelona;1;cotxe;POINT (2.14285 41.385727)
;;semiRAPID;MENNEKES;4159329;228172;EdRsR Can Muntanyola (7.5kW);75;AC;;Camí del Mig, 22;Barcelona;8;Granollers;;;POINT (2.28172 41.59329)
Parc cientific;APARCAMENT PUBLIC;NORMAL;Schuko;41381573;2114353;110 Parc cientific;;;;Avinguda del Dr. Gregorio Marañón, 8;Barcelona;8;Barcelona;13;cotxe i moto;POINT (2.1143530000000004 41.381573)
Ajuntament de  Granollers;VIA PUBLICA;NORMAL;Schuko;41608160167;2287309987;Aparcament Can Comas;;;;Plaça de la Porxada, 6;Barcelona;8;Granollers;3;cotxe i moto;POINT (2.287309987 41.608160167)
REGESA;APARCAMENT PUBLIC;NORMAL;Schuko;41429783;2172896;REGESA Paul Claudel;;;;Plaça de Paul Claudel, s/n;Barcelona;8;Barcelona;4;cotxe;POINT (2.172896 41.429783)
Area Metropolitana de Barcelona;VIA PUBLICA (AMB);RAPID;CCS Combo2+ChadeMO+MENNEKES.M;413532641;20897608;EdRR Cornellà de Llobregat (DC50kW AC44kW) AMB2;50;AC-DC;AMB2;Carrer de Baltasar Oriol i Mercer-Avinguda de la Porta Diagonal;Barcelona;8;CORNELLÀ DE LLOBREGAT;1;cotxe;POINT (2.0897608 41.3532641)
;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;411896;156745;EdRR Calafell (DC50kW-AC45kW);50;AC-DC;;Carretera Sanatori, 29;Tarragona;43;Calafell;;;POINT (1.56745 41.1896)
HOTEL NH CONSTANZA;HOTEL;NORMAL;Schuko;413893292;2,16605E+15;HOTEL NH CALDERON;;;;Rambla de Catalunya, 26;Barcelona;8;Barcelona;1;;POINT (2.166049599999951 41.3893292)
;APARCAMENT HOTEL;semiRAPID;TESLA;4191431;168565;TESLA Destinació - Parador Cardona (11kW);11;AC;;Castell de Cardona s/n;Barcelona;9;Cardona;2;;POINT (1.68565 41.91431)
Hotel Turó de la Torre;HOTEL;NORMAL;Schuko;4,17387E+15;1,84121E+15;Hotel Turó de la Torre;;;;P.I. Els Dolors, Carrer de Sallent, S/N, Torre Alberni;Barcelona;8;Manresa;1;;POINT (1.8412050604820251 41.73874569186171)
IBIL;ESTACIÓ DE SERVEI (IBIL);RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4,13827E+15;2,10638E+15;IBIL-ES Seu RACC (DC50kW AC43kW);50;AC-DC;;Avinguda Diagonal 695;Barcelona;8;Barcelona;1;cotxe;POINT (2.1063829958438873 41.38266517890297)
Endesa-Cepsa;ESTACIÓ SERVEI;FORA DE SERVEI;CHAdeMO;4140604;2201385;EdRR ES Cepsa-Endesa (DC50kW);50;DC;;Carrer de Lope de Vega, 125;Barcelona;8;Barcelona;1;cotxe;POINT (2.201385 41.40604)
Cal Pesolet;APARCAMENT;NORMAL;Schuko i MENNEKES.F;4,23455E+14;1,7681E+11;Cal Pesolet - Casa rural Ecològica;;;;Nèfol;Lleida;25;Bellver de Cerdanya;1;cotxe i moto;POINT (1.76810145378 42.3454867330786)
TESLA;APARCAMENT HOTEL;semiRAPID;TESLA;4137035;217139;TESLA Destinació - Hotel Miramar (22kW);22;AC;;Plaça Carlos Ibañez, 3;Barcelona;8;Barcelona;2;cotxe;POINT (2.17139 41.37035)
Ajuntament de Cabrils;APARCAMENT PUBLIC;NORMAL;Schuko;41526897;2366464;Aparcament Concòrdia;;;;Carrer del Torrent Roig, 6, Aparcament;Barcelona;8;Cabrils;1;cotxe i moto;POINT (2.366464 41.526897)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;Schuko;41379272;2169613;B:SM 49 - Sant Rafael;;;BAMSA006;Carrer de Sant Rafael, 15;Barcelona;8;Barcelona;4;cotxe;POINT (2.1696130000000005 41.379272)
SABA;APARCAMENT PUBLIC;NORMAL;Schuko;41393417;210702;81 SABA Escultor Ramir;;;;Plaça de l'Escultor Ramir Rocamora - Avinguda  Pearson, 21;Barcelona;8;Barcelona;2;cotxe;POINT (2.10702 41.393417)
Ajuntament Sant Vicenç Montalt;APARCAMENT PUBLIC;NORMAL;Schuko;4,15671E+15;2,52152E+15;Pèrgola FV, Aparcament N-II;;;;Carretara N-II, Carretera Sant Vicenç de Montalt BV-5034;Barcelona;8;Caldes d'Estrach;2;cotxe i moto;POINT (2.5215239077806473 41.56712807840754)
Ajuntament de Vic;APARCAMENT PUBLIC;NORMAL;J1772.F+Schuko;4,19339E+16;2,26024E+15;IES-VIC Aparcament (J1772);;;;Carrer Jose Maria Sert s/n;Barcelona;8;Vic;4;moto i cotxe;POINT (2.2602398693561554 41.933947446794036)
Ajuntament d'Alella;VIA PUBLICA;NORMAL;Schuko;4149187;2295535;Riera Fosca-Riera Alella;;;;Riera Fosca-Riera Alella;Barcelona;8;Alella;2;;POINT (2.295535 41.49187)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41386972;2197056;B:SM 19 - Marina Port;;;BSM013;Carrer de la Marina, 13-17;Barcelona;8;Barcelona;9;cotxe i moto;POINT (2.197056 41.386972)
;VIA PUBLICA;semiRAPID;2xMENNEKES.F;4210443;185188;EdRsR Berga (AC11kW);11;AC;;Passeig de la Indústria, 13;Barcelona;8;Berga;2;;POINT (1.85188 42.10443)
BIMSA;VIA PUBLICA;NORMAL;Schuko;41395305;2153849;Lateral-Muntanya Diagonal (Balmes-Tusset) 2;;;LC050;Avinguda Diagonal, 508-510;Barcelona;8;Barcelona;2;moto;POINT (2.153849 41.395305)
;VIA PUBLICA;semiRAPID i NORMAL;MENNEKES.F+Schuko;4123829;175831;EdRsR Sant Pere de Ribes 3 (AC6kW);6;AC;;Carrer les Modistes, 8;Barcelona;8;Sant Pere de Ribes;2;cotxe i moto;POINT (1.75831 41.23829)
Ajuntament de la Seu d'Urgell;VIA PUBLICA;semiRAPID i NORMAL;MENNEKES.F+Schuko;423556;146035;EdRsR La Seu d'Urgell (AC22kW);22;AC;;Passeig Joan Brudieu;LLeida;25;La Seu d'Urgell;2;cotxe;POINT (1.46035 42.3556)
MERCABARNA;VIA PUBLICA;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4133003;211496;EdRR- Mercabarna (DC50kW AC43kW);50;AC-DC;FC013;Aparcament Mercabarna;Barcelona;8;Barcelona;1;cotxe;POINT (2.11496 41.33003)
;;semiRAPID;2xMENNEKES.F;4154412;189232;EdRsR Olesa 2 (AC22kW);22;AC;;Carrer de Mallorca, 2;Barcelona;8;Olesa de Montserrat;;;POINT (1.89232 41.54412)
TESLA;APARCAMENT HOTEL;semiRAPID;TESLA;4195399;312487;TESLA Destianció - Mas de Torrent Hotel & Spa (11kW);11;AC;;Afores de Torrent;Girona;17;Torrent;1;cotxe;POINT (3.12487 41.95399)
GAICU;VIA PUBLICA;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4140477;2174794;EdRR-Sagrada Família-Provença -KFC (DC50kW AC43kW);50;AC-DC;FC009;Carrer Provença, 447;Barcelona;8;Barcelona;1;cotxe;POINT (2.174794 41.40477)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;Schuko;41390085;2143525;B:SM 58 - Tarradelles-Sarrià;;;BAMSA009;Avinguda  de Josep Tarradellas, 139;Barcelona;8;Barcelona;1;cotxe;POINT (2.143525 41.390085)
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;4115932;1102465;Aparcament Sant Ferran;;;;Carrer de Joan Martell, 23;Tarragona;43;Reus;2;cotxe i moto;POINT (1.102465 41.15932)
;;semiRAPID i NORMAL;MENNEKES.F+Schuko;4230895;301289;EdRsR Peralada (AC22kW);22;AC;;Camí de la Garriga, 3;Barcelona;8;Peralada;2;;POINT (3.01289 42.30895)
GAICU;VIA PUBLICA;semiRAPID;MENNEKES.F;41393005;2146561;(eTAXI) Villarroel- Diagonal (7.4kW);75;AC;QC004;Carrer de Villarroel,277-Avinguda  Diagonal;Barcelona;8;Barcelona;2;taxi;POINT (2.146561 41.393005)
SABA;APARCAMENT PUBLIC;NORMAL;Schuko;41389408;2183425;78 SABA Lluís Companys;;;;Passeig Lluís Companys, 2;Barcelona;8;Barcelona;4;cotxe;POINT (2.183425 41.389408)
Estabanell y Pahisa;VIA PUBLICA (codiQR);NORMAL;Schuko;4160961924;228509905;EP-Seu Estabanell y Pahisa GRN;;;;Carrer Rec, 22-28;Barcelona;8;Granollers;1;cotxe;POINT (2.28509905 41.60961924)
BIMSA;VIA PUBLICA;NORMAL;Schuko;41395304;2153848;Lateral-Muntanya Diagonal (Balmes-Tusset) 1;;;LC049;Avinguda Diagonal, 508-510;Barcelona;8;Barcelona;2;moto;POINT (2.153848 41.395304)
Mercat de Rubí;;NORMAL;Schuko;41488958;20353593;Mercat de Rubí;;;;Carrer Llobateres, 89;Barcelona;8;Rubí;1;;POINT (2.0353593000000005 41.488958)
PETREM;ESTACIÓ DE SERVEI;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4223124;295607;EdRR E.S. PETREM Santa Llogaia (DC50kW AC44kW);50;AC-DC;;Carretera N-IIa, 1;Girona;17;Santa Llogaia d'Àlguema;2;cotxe;POINT (2.95607 42.23124)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41381547;2170166;B:SM 5 - Boqueria;;;BSM001;Carrer de les Floristes de la Rambla-Plaça Gardunya 8S;Barcelona;8;Barcelona;9;cotxe;POINT (2.170166 41.381547)
Institut Català d'Energia i Ajuntament de Sant Cugat del Vallés;VIA PUBLICA;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;414752;20817;EdRR Sant Cugat -Raül Romeva- QR (DC50kW AC43kW);50;AC-DC;PIRVEC-7;Carrer de la Mina, 9;Barcelona;8;Sant Cugat del Vallès;2;cotxe;POINT (2.0817000000000005 41.47520000000001)
Endesa;VIA PUBLICA;NORMAL;Schuko;41423615;2179456;11 AjBCN-Endesa Garcilaso;;;LC019;Carrer de Garcilaso, 204;Barcelona;8;Barcelona;2;moto;POINT (2.179456 41.423615)
REGESA;APARCAMENT CC;NORMAL;Schuko;41363926804;2127766612;CC BCN-Francesc Macià;;;;Carrer Francesc Macià;Barcelona;8;L'Hospitalet de Llobregat;2;;POINT (2.127766612 41.363926804)
BIMSA;VIA PUBLICA;NORMAL;Schuko;41393228;2145784;Lateral-Muntanya Diagonal (Travessera Gràcia) 2;;;LC048;Avinguda Diagonal, 598;Barcelona;8;Barcelona;2;moto;POINT (2.145784 41.393228)
Ajuntament de  El Masnou;VIA PUBLICA;NORMAL;Schuko;414821;23229;Ajuntament de El Masnou 2;;;;Carrer Fontanils, 122;Barcelona;8;El Masnou;1;cotxe o moto;POINT (2.3229 41.4821)
;VIA PUBLICA;semiRAPID;2xMENNEKES.F;4179012;278023;EdRsR Vidreres (AC22kW);22;AC;;Carrer Costa Brava, 123;Girona;17;Vidreres;2;cotxe;POINT (2.7802300000000004 41.79012)
;;NORMAL;MENNEKES.F;4178624;12874;Aparcament illa Guissona;;;;Carrer Montsec, 7;Lleida;17;Guissona;1;cotxe i moto;POINT (1.2874 41.78624)
;;NORMAL;Schuko;4156035;200633;Plaça Progrés-Motos;;;;Carrer Arquimedes, 142;Barcelona;8;Terrassa;2;cotxe;POINT (2.00633 41.56035)
;;NORMAL;MENNEKES.M;4140323;217113;Aparcament Sicilia;;;;Carrer de Sicilia, 257;Barcelona;8;Barcelona;2;;POINT (2.17113 41.40323)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41406731;2133691;B:SM 27 - Plaça Bonanova;;;BSM005;Plaça de la Bonanova, 12;Barcelona;8;Barcelona;4;cotxe i moto;POINT (2.133691 41.406731)
Institut Català d'Energia i Ajuntament de Tremp;;semiRAPID;2xMENNEKES.F;4216805;89549;EdRsR Tremp (AC22kW) PIRVEC-28;22;AC;PIRVEC-28;Plaça Capdevila, 21;Lleida;25;Tremp;2;;POINT (0.8954900000000001 42.16805)
Institut Català d'Energia i Ajuntament de Figueres;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4226886;296692;EdRR Figueres 2 -Josep Tarradellas- (DC50kW AC43kW) PIRVEC-19;50;AC-DC;PIRVEC-19;Plaça President Josep Tarradellas, 15;Girona;17;Figueres;2;;POINT (2.96692 42.268860000000004)
Port Aventura;APARCAMENT PORT AVENTURA;NORMAL;MENNEKES.F+Schuko;41087507;1152312;Aparcament Port Aventura World;;;;Avinguda Pere Molas;Tarragona;43;Salou;2;cotxe i moto;POINT (1.152312 41.087507)
;;semiRAPID i NORMAL;MENNEKES.F + Schuko;4174441;18054;EdRsR Vilatorrada (AC22kW);22;AC;;Carrer Major, 54;Barcelona;8;Sant Joan de Vilatorrada;;;POINT (1.8054 41.74441)
Hotel Estela;HOTEL;NORMAL;Schuko;41235620309;1826850541;Hotel Estela;;;;Avinguda  Port d'Aiguadolç, 8;Barcelona;8;Sitges;1;moto;POINT (1.8268505409999998 41.235620309)
;;;2xMENNEKES.F;4188489;287476;EdRsR Cassà de la Selva (AC22kW);22;AC;;Rambla Onze de Setembre, 107;Girona;17;Cassà de la Selva;;;POINT (2.87476 41.88489)
Institut Català d'Energia i Ajuntament de Mataró;;semiRAPID;CCS Combo2+ChadeMO+MENNEKES.F;415379;245285;EdRsR Marítim Mataró (DC25kW AC25kW);22;AC-DC;;Passeig del Callao, 220;Barcelona;8;Mataró;2;;POINT (2.45285 41.5379)
Ajuntament de Banyoles;VIA PUBLICA;NORMAL;Schuko;42119119;2764798;Plaça Servites- Museu Darder;;;;Carrer Josep Maria Bohigas, 11;Girona;17;Banyoles;1;cotxe i moto;POINT (2.764798 42.119119)
SABA;APARCAMENT PUBLIC;NORMAL;Schuko;41391895;2169057;76 SABA Diputació;;;;Carrer de la Diputació, 286;Barcelona;8;Barcelona;2;cotxe;POINT (2.169057 41.391895)
IBIL;APARCAMENT CC (IBIL);semiRAPID i NORMAL;MENNEKES+Schuko;41508264;2138665;IBIL-CC Baricentro (11kW);11;AC;;Carretera N-150 km 6,7  (Pstg.Sagrera);Barcelona;8;Barberà del Vallès;2;cotxe i moto;POINT (2.138665 41.508264)
Institut Català d'Energia i Ajuntament de Puigcerdà;;RAPID;CCS Combo2+ChadeMO+MENNEKES.M;4242681;192922;EdRR Puigcerdà (DC50kW AC43kW) PIRVEC-20;50;AC-DC;PIRVEC-20;Camí d'Age, 21;Girona;17;Puigcerdà;2;;POINT (1.92922 42.42681)
La Roca Village;APARCAMENT;semiRAPID i NORMAL;MENNEKES.F+Schuko;4161369;234549;CC La Roca Village Aparcament (11kW);11;AC;;P.I. Can Massaguer Nord;Barcelona;8;La Roca del Vallès;2;cotxe i moto;POINT (2.34549 41.61369)
B:SM Serveis Municipals;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41372299;2153134;B:SM 35 - Rius i Taulet;;;BSM016;Avinguda  de Rius i Taulet, 4-12;Barcelona;8;Barcelona;6;cotxe i moto;POINT (2.153134 41.372299)
Endesa;VIA PUBLICA;NORMAL;Schuko;41389255;2161321;28 AjBCN-Endesa-Aragó-Pl.Letamendi;;;LC008;Plaça del Dr. Letamendi, 30-33;Barcelona;8;Barcelona;2;moto;POINT (2.161321 41.389255)
;;NORMAL;Schuko;4156064;20059;Aparcament Plaça Progrés;;;;Plaça del Progrés, 8;Barcelona;8;Terrassa;4;cotxe i moto;POINT (2.0059 41.56064)
